BRAND,COMPANY,FINANCIAL AMOUNT,ROUNDS,INVESTORS,INDUSTRY,TIME
迷迭香Rosemary,北京赞放科技有限公司,未公开,种子轮,,内容产业,2015/10/13
小柠乐,深圳市小柠乐信息有限公司,500万人民币,天使轮,,社交,2015/10/13
Alphair,风纹物联（深圳）技术有限公司,数百万人民币,天使轮,,硬件,2015/10/13
蜂电科技,上海蜂电网络科技有限公司,700万人民币,A轮,长江会基金,硬件,2015/10/13
异亮科技,上海异亮电子科技有限公司 ,2500万人民币,天使轮,,硬件,2015/10/13
恐龙时代(雷霆赛车),北京恐龙时代科技文化有限公司,200万人民币,天使轮,麒麟游戏,游戏动漫,2015/10/13
方创APP-方创资本,上海方创互联网金融信息服务有限公司,数千万人民币,A轮,华西股份(华西村),金融支付,2015/10/13
健麾信息,上海健麾信息技术有限公司,8400万人民币,A轮,翰宇药业,医疗健康,2015/10/13
58到家,北京五八信息技术有限公司,3亿美元,A轮,平安创投KKR集团,生活消费,2015/10/13
麦轮胎,北京麦轮泰电子商务有限公司,数千万人民币,A轮,清科创投海通证券/海通开元,交通出行,2015/10/13
Z管家,维沃克（北京）科技有限公司,100万人民币,天使轮,清科创投,旅游户外,2015/10/13
家装e站,金螳螂（苏州）电子商务有限公司,2000万人民币,战略投资,未透露,房产,2015/10/13
Need你的-稻田科技,稻田（北京）科技有限公司,数百万美元,Pre-A,贝塔斯曼亚洲投资基金,电子商务,2015/10/13
小牛学堂,森纵艾德（北京）教育科技有限公司,400万人民币,Pre-A,丰利财富,教育,2015/10/13
私银家-友道财富,友道财富管理有限责任公司,数亿人民币,B轮,IDG资本,金融支付,2015/10/13
iCreator,成都君乾信息技术有限公司,数百万人民币,种子轮,,企业服务,2015/10/13
FellowPlus,深圳前海白羽毛互联网金融服务有限公司,300万人民币,天使轮,0,金融支付,2015/10/13
检车无忧,北京嘀车科技有限公司,数百万人民币,天使轮,,交通出行,2015/10/12
51找地网,福州地涌金科技发展有限公司,160万人民币,种子轮,,房产,2015/10/12
小胖熊,上海米居网络科技有限公司,250万人民币,天使轮,春泉创投,房产,2015/10/12
U味儿(筷好味),北京全网商聪科技有限公司,数千万人民币,A轮,峰瑞资本,生活消费,2015/10/12
游侠客旅游网,杭州游侠客旅行社有限公司,未透露,A轮,天图资本,社交,2015/10/12
保神先网络,包头市保神先网络科技有限公司,数百万人民币,天使轮,德沃基金,金融支付,2015/10/12
Paires友舍网络,友舍（北京）网络科技有限公司,数百万人民币,天使轮,,房产,2015/10/12
云朵课堂,北京昱新科技有限公司,数百万人民币,天使轮,飞图创投,教育,2015/10/12
车行易,广州车行易信息科技有限公司,数千万人民币,天使轮,同创伟业富德资本,交通出行,2015/10/12
DigiCAT数字猫,北京数字猫文化传播有限公司,数千万人民币,A轮,合一资本,内容产业,2015/10/12
对勾网-对勾兼职,上海弥敦网络科技有限公司,300万人民币,天使轮,,企业服务,2015/10/12
华中时讯,武汉华中时讯科技有限责任公司,200万人民币,天使轮,,移动互联网社交,2015/10/12
趣睡科技(8H床垫),成都趣睡科技有限公司,数千万人民币,A轮,京东顺为资本,硬件,2015/10/12
WonderLand,杭州壹晨仟阳科技有限公司,数千万人民币,天使轮,泰岳梧桐资本初心资本华旦天使投资,硬件,2015/10/12
今日明星,深圳市华云新创科技有限公司,300万人民币,天使轮,未透露,移动互联网,2015/10/12
微播易,北京讯达网脉科技有限公司,3.2亿人民币,C轮,中国文化产业投资基金经纬中国金石资本梧桐树资本,营销广告,2015/10/12
中粮我买网,中粮我买网有限公司,2.2亿美元,C轮,泰康人寿百度投资,电子商务,2015/10/12
VIPKID少儿英语,北京大米科技有限公司,2000万美元,B轮,北极光创投经纬中国创新工场红杉资本中国基金,教育,2015/10/12
小世界,杭州嘉洁网络科技有限公司,2000万人民币,Pre-A,0,电子商务,2015/10/12
掌上糖医/杭州康晟,杭州康晟健康管理咨询有限公司,1500万美元,A轮,IDG资本平安创投经纬中国,医疗健康,2015/10/12
爱交子,北京交子科技信息咨询有限公司,300万人民币,天使轮,,金融支付,2015/10/11
云账户,北京云予网络科技有限公司,数百万人民币,天使轮,华天资本(华天控股),金融支付,2015/10/11
南讯软件,厦门南讯软件科技有限公司,6000万人民币,A轮,达晨创投,企业服务,2015/10/11
地推吧,广州卓梦科技有限公司,数百万人民币,天使轮,,企业服务,2015/10/11
中广影视,浙江东阳中广影视文化股份有限公司,,B轮,麦腾,内容产业营销广告,2015/10/10
汇创宜,北京汇创宜医疗科技有限公司,1000万人民币,A轮,中科招商,医疗健康,2015/10/10
Vimble（道创智能科...,深圳市道创智能创新科技有限公司,未公开,种子轮,CyberPort,硬件,2015/10/10
金苗网,枣庄金苗文化传播有限公司,1000万人民币,A轮,腾讯产业共赢基金/腾讯,教育,2015/10/10
和金在线,和金在线(北京)科技有限公司,600万美元,A轮,红点投资,金融支付,2015/10/10
车易行-航旅车邦,成都车易行网络科技有限公司,1000万人民币,天使轮,老鹰基金EaglesFund易一天使成都合一天使基金,交通出行,2015/10/10
简聊,上海汇翼信息科技有限公司,300万人民币,天使轮,,企业服务人工智能,2015/10/10
快货运App,杭州快驰科技有限公司,1000万美元,A轮,,电子商务,2015/10/10
高考妙记,北京贝氪教育科技有限公司,300万人民币,天使轮,险峰长青山行资本,教育,2015/10/10
橡木匣子,杭州墨客科技有限公司,数百万人民币,天使轮,杭州独角兽投资,其他,2015/10/10
看台体育足彩圈,苏州看台体育科技有限公司,数百万人民币,天使轮,,内容产业,2015/10/10
卖给谁,北京高地信息技术有限公司,数千万人民币,A轮,,企业服务,2015/10/10
西柚买手,北京西柚时空网络科技有限公司,数百万人民币,天使轮,星河互联,电子商务,2015/10/10
欧那教育,上海云兜网络科技有限公司,数百万人民币,天使轮,中金资本,教育,2015/10/10
妙生活,上海易盛果业有限公司,500万美元,A轮,钟鼎创投,生活消费,2015/10/10
航旅车邦,成都车易行网络科技有限公司,1000万人民币,天使轮,老鹰基金EaglesFund易一天使,交通出行,2015/10/10
微现场,厦门星聚互联信息科技有限公司,200万人民币,天使轮,浙商创投,社交,2015/10/10
e区帮,陕西易驱信息科技有限公司,数千万人民币,A轮,深圳市创新投资集团有限公司/深创投,生活消费,2015/10/10
美洽,北京美洽网络科技有限公司,500万美元,A轮,MorningsideVentureCapital晨兴资本英飞尼迪,企业服务,2015/10/10
AngelCrunch天使汇,北京天使汇金融信息服务有限公司,4000万美元,B轮,,企业服务,2015/10/10
Datavisor,,1450万美元,A轮,GSRNEA恩颐投资,企业服务,2015/10/9
乐寄行李管家,广州乐寄信息科技有限公司,200万人民币,天使轮,铂涛集团,旅游户外,2015/10/9
肌秘,上海肌秘网络科技发展有限公司,300万人民币,天使轮,,移动互联网,2015/10/9
神盾快运,瓦雷拉数据技术（上海）有限公司,数千万人民币,A轮,西拉姆资产,电子商务,2015/10/9
优步Uber中国,上海雾博信息技术有限公司,数亿美元,A轮,海航资本百度投资,交通出行,2015/10/9
Sunniwell朝歌数码,北京朝歌数码科技股份有限公司,8400万人民币,B轮,卓翼科技,硬件,2015/10/9
学科网,北京凤凰学易科技有限公司,3000万美元,战略投资,好未来,教育,2015/10/9
第一弹,上海斯干网络科技有限公司,500万人民币,天使轮,0,游戏动漫,2015/10/9
首汽租车,首汽租赁有限责任公司,1.2亿美元,A轮,嘉实投资,交通出行,2015/10/9
量化健康,北京量化健康科技有限公司,2000万人民币,Pre-A,鼎兴基金,医疗健康,2015/10/9
P2P圈,深圳市前海匹图匹信息技术有限公司,数百万人民币,天使轮,未透露,金融支付,2015/10/9
云造科技,杭州云造科技有限公司,数千万人民币,A轮,顺为资本鸿海集团Foxconn/富士康高通（QualcommVentures）真格基金米仓资本银杏谷资本,硬件,2015/10/9
一米辅导,上海溢米教育科技有限公司,1000万人民币,天使轮,精锐教育集团,教育,2015/10/9
Uber(优步),"UBER TECHNOLOGIES,INC.",数亿美元,A轮,百度投资海航资本,生活消费,2015/10/9
兰渡文化,上海兰渡文化传播有限公司,4600万人民币,B轮,,内容产业,2015/10/9
苏打科技,苏打(北京)交通网络科技有限公司 ,1692万人民币,A轮,万安科技,交通出行,2015/10/8
派尔特医疗,北京中法派尔特医疗设备有限公司,未透露,天使轮,软银中国,医疗健康,2015/10/8
Gminix其明生物-GCBI,上海其明信息技术有限公司,500万人民币,天使轮,张江火炬创投,医疗健康,2015/10/8
分秒速递,西安闪牛网络科技有限公司,数百万人民币,天使轮,,其他,2015/10/8
霸霸,上海芷孜信息科技有限公司,300万人民币,天使轮,未透露,企业服务,2015/10/8
好材到家,,500万人民币,天使轮,未透露,电子商务,2015/10/8
黄太吉,畅香利泰（北京）餐饮管理有限公司,1.8亿人民币,B轮,0,生活消费,2015/10/8
蓝信,蓝信工场（北京）科技有限公司,未公开,B轮,联通奇虎360,企业服务,2015/10/8
视全十美,上海视全十美文化传播有限公司,100万人民币,天使轮,,内容产业,2015/10/7
冬雷脑科医生集团,暂未收录,数千万人民币,A轮,中卫基金上海建信资本弘晖资本飞马旅,医疗健康,2015/10/7
文签电子签名平台,杭州文签网络技术有限公司,1500万人民币,A轮,北极光创投浙大网新,,2015/10/7
云势软件,云势天下软件（北京）有限公司,数百万人民币,天使轮,中信信诚,企业服务,2015/10/7
联汇科技,杭州联汇科技股份有限公司,数百万人民币,不明确,融翼资本,企业服务,2015/10/6
企点点,杭州小川科技有限公司,1000万人民币,天使轮,,企业服务,2015/10/6
衣二三,北京尚世骁众科技有限公司,数百万美元,A轮,0,电子商务,2015/10/6
创乐网,上海创乐人企业发展有限公司,3000万人民币,A轮,信中利资本正和磁系资本/正和岛,医疗健康,2015/10/6
IdeeBank,深圳灵感家科技发展有限公司,数百万人民币,天使轮,凯盈资本,硬件,2015/10/5
挖挖,成都佑丰科技有限公司,数百万人民币,天使轮,未透露,社交,2015/10/5
同龄圈,上海孕贝网络科技有限公司,500万人民币,天使轮,洪泰基金Aplus,生活消费,2015/10/5
房司令,南京邦航投资管理有限公司,1000万美元,A轮,黑洞投资华兴资本,房产,2015/10/5
百融金服,百融（北京）金融信息服务股份有限公司,2亿人民币,B轮,未透露,金融支付,2015/10/4
mobike摩拜单车,北京摩拜科技有限公司,数百万美元,A轮,愉悦资本,交通出行,2015/10/1
信车AR,上海信车信息科技有限公司,620万人民币,种子轮,英诺天使基金大河创投北软天使基金车音网,,2015/10/1
Niantic Labs,,2000万美元,A轮,GoogleVentures谷歌投资/CapitalG,游戏动漫,2015/10/1
百格活动,南京弟齐信息技术有限公司,500万人民币,战略投资,个人投资,企业服务,2015/10/1
三个爸爸,极客新蜜蜂智能环境科技（北京）有限公司,数百万人民币,Pre-A,黑马基金,硬件,2015/10/1
嗨梦巴士,享途(北京)科技有限公司,数百万人民币,天使轮,,交通出行,2015/10/1
九天微星,北京九天微星科技发展有限公司,未透露,种子轮,,社交,2015/10/1
e海外,易海外（北京）科技有限公司,300万人民币,天使轮,,教育,2015/10/1
时空电动汽车,浙江时空电动汽车有限公司,8亿人民币,B轮,天堂硅谷创业集团有限公司华映资本,交通出行,2015/10/1
舞动时代,大爷大妈跳起来（北京）网络科技有限公司,300万人民币,天使轮,黑马基金,其他,2015/10/1
熊猫快收,南京百米需供应链管理有限公司,数百万人民币,天使轮,,电子商务,2015/10/1
合创圈,北京华云合创科技有限公司,未公开,A轮,创业邦天使基金,企业服务,2015/10/1
欧博佳纳米,青岛欧博佳纳米科技有限公司,数千万人民币,A轮,青岛绿天使投资管理有限公司,硬件,2015/10/1
NX管家网,陕西龙腾华夏网络科技有限公司,数百万人民币,天使轮,,硬件,2015/10/1
彩球网,北京彩球世纪科技有限公司,数百万人民币,Pre-A,创势资本,内容产业,2015/10/1
米开医疗,上海米开医疗科技有限公司,,Pre-A,麦腾,医疗健康,2015/9/30
肌动塑体,肌动塑体,数百万人民币,不明确,克里斯托弗基金,工具软件,2015/9/30
性用社(任性贸易),杭州任性贸易有限公司,500万人民币,天使轮,维度资本(维度创业工场)集素资本,电子商务,2015/9/30
苏橙文化,上海苏橙文化发展有限公司,数十万人民币,种子轮,创业接力,旅游户外,2015/9/30
约能人,北京易易信息技术有限公司,2000万人民币,天使轮,,社交,2015/9/30
蔚捷金融,上海蔚捷互联网金融信息服务有限公司,未透露,A轮,软银中国,金融支付,2015/9/30
聪头金融,聪头（上海）金融信息服务有限公司,数千万人民币,A轮,,金融支付,2015/9/30
优家帮,苏州蓝虎科技有限公司,数百万人民币,天使轮,,房产,2015/9/30
中翔腾航,天津中翔腾航科技有限公司,875万人民币,A轮,,硬件,2015/9/30
哲信,杭州哲信信息技术有限公司,数千万人民币,A轮,银江资本,游戏动漫移动互联网,2015/9/30
天创信用,天创信用服务有限公司,5000万人民币,天使轮,大北农集团易宝支付北京未来科技城,其他,2015/9/30
灵思云途,北京灵思云途营销顾问有限公司,数千万人民币,B轮,金石投资微影资本,营销广告,2015/9/30
抠电影,指点无限（北京）科技有限公司,数千万人民币,B轮,创丰资本,生活消费内容产业,2015/9/30
思路名扬,深圳思路名扬通讯技术有限公司,3500万美元,A轮,未透露,企业服务,2015/9/30
12308网站,深圳市一二三零八网络科技有限公司,5000万人民币,A轮,千方科技,移动互联网物联网,2015/9/30
车险无忧,南京汽车城市网络科技有限公司,3000万人民币,A轮,通鼎互联,金融支付,2015/9/30
后厨鲜生,北京乙未科技有限公司,500万人民币,天使轮,众海投资,电子商务生活消费,2015/9/30
开鑫贷,开鑫贷融资服务江苏有限公司,2亿人民币,天使轮,国开金融江苏省信用再担保有限公司无锡市金融投资有限责任公司南京协立创业投资有限公司,金融支付,2015/9/30
考拉社区,上海好屋网信息技术有限公司,3000万人民币,A轮,软银中国,生活消费,2015/9/30
CallCall教师,成都索课科技有限公司,1000万人民币,天使轮,未透露,教育,2015/9/30
造作,北京造化科技有限公司,1500万美元,A轮,贝塔斯曼亚洲投资基金IDG资本MorningsideVentureCapital晨兴资本元璟资本真格基金贝塔斯曼亚洲投资基金IDG资本真格基金,电子商务,2015/9/30
Crazybaby,深圳原动科技有限公司,数百万人民币,天使轮,创新工场,硬件,2015/9/29
艾普卓客,艾普卓客(北京)咨询有限公司,3360万人民币,A轮,沃捷传媒,营销广告,2015/9/29
浩海新天传媒,北京浩海新天传媒广告有限公司,1974万人民币,A轮,沃捷传媒,营销广告,2015/9/29
Cikers赛客体育,赛客丝科技（北京）有限公司,数百万人民币,天使轮,真格基金,其他,2015/9/29
紫龙互娱,天津紫龙奇点互动娱乐有限公司,数亿人民币,A轮,顺荣三七互娱华人文化产业基金,游戏动漫,2015/9/29
屋净家政,莆田市屋净家政服务有限公司,30万人民币,天使轮,,生活消费,2015/9/29
嗒嗒巴士,深圳市六尺科技有限公司,2亿人民币,B轮,0,电子商务交通出行,2015/9/29
瓦戈科技Vargo手机,瓦戈科技（上海）有限公司,数亿人民币,A轮,未透露,硬件,2015/9/29
出来嗨,无疾美树网络科技（上海）有限公司,数千万人民币,Pre-A,未透露,社交,2015/9/29
艺恩,艺恩世纪国际信息咨询（北京）有限公司,数千万人民币,A轮,中广文影景林投资,内容产业,2015/9/29
足球控,广州赛点科技有限公司,800万人民币,Pre-A,德同资本,社交内容产业,2015/9/29
瑞博生物,苏州瑞博生物技术有限公司,2000万美元,A轮,君联资本纪源资本GGV磐霖资本昆山小核酸研究所联想之星,医疗健康,2015/9/29
圈子账本,北京趣发芽科技有限公司,数百万人民币,天使轮,梅花天使创投,生活消费,2015/9/28
职达天下,北京职达天下科技有限公司,数百万人民币,天使轮,星火金融,企业服务,2015/9/28
易简广告,广州易简广告股份有限公司,2950万人民币,Pre-IPO,九宇资本,营销广告,2015/9/28
武汉九龙云天,武汉九龙云天信息科技有限公司,100万人民币,天使轮,龙翌资本,游戏动漫,2015/9/28
体育之窗,北京体育之窗文化股份有限公司,数千万人民币,B轮,微影资本汉能投资,内容产业,2015/9/28
千家万护,上海护悦信息科技有限公司,数百万人民币,天使轮,华映资本,生活消费,2015/9/28
微购易,深圳市凡派网络科技有限公司,3000万人民币,A轮,赛马资本,电子商务,2015/9/28
微货通,西安微城信息科技有限公司,200万人民币,天使轮,飞图创投,电子商务,2015/9/28
菜库科技,北京菜库科技有限公司,数百万人民币,天使轮,梅花天使创投青山资本,电子商务,2015/9/28
美家帮,厦门慧达天信息科技有限公司,数亿人民币,B轮,天图资本,交通出行,2015/9/28
思享空间,思享空间,150万人民币,天使轮,以太资本杜梦杰王梦商,内容产业,2015/9/28
91恋车,深圳点下网络科技有限公司,2000万人民币,天使轮,未透露,社交,2015/9/28
蘑菇兄弟,深圳市蘑菇兄弟科技有限公司,600万人民币,天使轮,未透露,硬件,2015/9/28
恋恋-炼爱网络,广州炼爱网络科技有限公司,2000万人民币,A轮,未透露,社交,2015/9/28
砾石,北京砾石益动科技有限公司,数百万人民币,天使轮,合力投资EmpowerInvestment,社交,2015/9/28
e泊车,成都宜泊信息科技有限公司,数百万人民币,天使轮,凯业投资无量资本,交通出行,2015/9/28
踢球者,踢球者世界(北京)科技有限公司,未透露,天使轮,乐邦乐成,移动互联网,2015/9/27
伯小乐,五八知行科技（北京）有限公司,数百万人民币,天使轮,58同城,企业服务,2015/9/27
博创联动,北京博创联动科技有限公司,2000万人民币,A轮,通用技术创投,交通出行,2015/9/27
学信通,温州学信通电子商务有限公司,1000万人民币,天使轮,稳国基金,金融支付,2015/9/27
钱牛牛,上海乾生乾金融信息服务有限公司,952万美元,B轮,元璟资本蓝驰创投,金融支付,2015/9/26
JoinQuant聚宽,北京小龙虾科技有限公司,数百万人民币,天使轮,六禾创投,金融支付,2015/9/26
人人买手,北京善立世程科技发展有限公司,100万人民币,天使轮,,电子商务,2015/9/26
扑克表情,愚人网络科技（上海）有限公司,100万人民币,天使轮,点亮资本,其他,2015/9/26
大圣来了,上海小清信息技术有限公司,500万人民币,A轮,,交通出行,2015/9/26
蓝白电子烟,蓝白科技股份有限公司,4000万人民币,A轮,聚心资本,生活消费,2015/9/26
工品汇,苏州工品汇信息科技有限公司,数百万人民币,天使轮,,电子商务,2015/9/25
OK记,,300万人民币,天使轮,飞图创投,工具软件,2015/9/25
翰都科技,上海翰都信息科技有限公司,数千万人民币,A轮,策源创投春晓资本,交通出行,2015/9/25
梦想书城,杭州悦蓝网络科技有限公司,数千万人民币,A轮,825新媒体产业基金华映资本,内容产业,2015/9/25
因果树,北京因果树网络科技有限公司,5000万人民币,A轮,天风证券,金融支付,2015/9/25
典扬传媒,上海典扬文化传媒有限公司,数千万人民币,A轮,中路资本,营销广告,2015/9/25
喂饭WEFANS互娱网络,深圳互娱网络科技有限公司,数千万人民币,A轮,盈峰资本,内容产业,2015/9/25
HR家招聘者联盟,杭州麦积科技有限公司,700万人民币,天使轮,青松基金,企业服务,2015/9/25
好木多,嘉兴好木多网络科技有限公司,数千万人民币,Pre-A,云启资本经纬中国,电子商务,2015/9/25
花点时间,花意生活（北京）电子商务有限公司,数百万人民币,天使轮,未透露,电子商务,2015/9/25
韩都衣舍,山东韩都衣舍电子商务有限公司,6000万人民币,D轮,未透露,电子商务,2015/9/25
停易停,杭州立方控股股份有限公司,6750万人民币,A轮,湖畔山南资本,交通出行,2015/9/25
上海欢乐互娱网络,上海欢乐互娱网络科技有限公司,数千万人民币,A轮,盈峰资本,游戏动漫,2015/9/25
永利宝金融,上海永利宝金融信息服务有限公司,1亿人民币,B轮,博汇源汉理资本深圳金丰合泰冠太创投,金融支付,2015/9/25
毅涛足球,上海毅涛体育文化传播有限公司,500万人民币,天使轮,未透露,内容产业,2015/9/25
SeeedStudio矽递科...,深圳矽递科技有限公司,1亿人民币,B轮,深圳市创新投资集团有限公司/深创投IDG资本,硬件,2015/9/25
恒大车时代,恒大车时代信息技术（北京）有限公司,2000万人民币,Pre-A,薛蛮子真格基金恒大高新投资管理有限公司弘泰互融基金,电子商务,2015/9/25
Hylanda海量大数据,天津海量信息技术有限公司,数千万人民币,B轮,盛景网联(盛景嘉成)东方弘道(弘合基金),企业服务,2015/9/24
加菲派,江苏幸运草网络科技有限公司,数百万人民币,天使轮,简鸣资本(阿甘众筹),电子商务,2015/9/24
同行者,深圳前海同行者咨询有限公司,100万人民币,天使轮,种子期孵化器,社交,2015/9/24
启信宝,苏州贝尔塔数据技术有限公司,3000万人民币,A轮,,企业服务,2015/9/24
大咖驾到,深圳大咖智慧科技有限公司,数百万人民币,种子轮,,企业服务,2015/9/24
爱乐宝机器人,北京爱乐宝机器人科技有限公司,500万人民币,天使轮,东方网力方富资本浚源资本,硬件,2015/9/24
冰帆海淘,北京冰帆科技有限公司,数百万人民币,天使轮,,电子商务,2015/9/24
黄金钱包G-banker,北京盈衍网络科技有限公司,1.07亿人民币,B轮,软银中国上海恒大集团国华鼎盛竞技世界能图资本,金融支付,2015/9/24
人人视频,上海众多美网络科技有限公司,数千万人民币,A轮,盈动投资(盈开投资),文体娱乐,2015/9/24
长亭科技,北京长亭科技有限公司,600万人民币,天使轮,真格基金,企业服务,2015/9/24
腹愁者联盟,仁间烟火（北京）餐饮管理有限公司,数百万人民币,天使轮,优客工场创客总部,生活消费,2015/9/24
抱财网,北京中联创投电子商务有限公司,3000万人民币,不明确,康得投资集团,金融支付,2015/9/24
白鹭美,北京两刻钟科技有限公司,1000万美元,A轮,顺为资本,生活消费,2015/9/24
挂号网-微医集团,浙江康健绿线网络技术有限公司,3亿美元,D轮,高瓴资本高盛集团国开金融复星医药腾讯产业共赢基金/腾讯,医疗健康,2015/9/24
妈妈味道,好点网（北京）科技有限公司,1000万人民币,天使轮,洪泰基金Aplus,生活消费,2015/9/24
Dollar Shave Club,Dollar Shave Club,5000万美元,C轮,VenrockPritzkerGroupVentureCapitalTechnologyCrossoverVentures,电子商务生活消费,2015/9/23
金工场,深圳前海金工场金融信息服务有限公司,1000万人民币,天使轮,德迅投资有限公司,金融支付,2015/9/23
曲奇问答,北京曲奇科技有限公司,数百万人民币,天使轮,,社交,2015/9/23
联有餐配通,众有信息科技（上海）有限公司,300万人民币,天使轮,PreAngel苏河汇,生活消费,2015/9/23
Limboworks望尘科技,深圳市望尘科技有限公司,数千万人民币,A轮,创新工场亚商资本抱团科技,游戏动漫,2015/9/23
帮推客,北京帮推客科技发展有限公司,数百万人民币,天使轮,,营销广告,2015/9/23
金交所理财,八青社科技（北京）有限公司,1000万人民币,A轮,民生银行(民银国际),金融支付,2015/9/23
陪你学古筝,深圳市众邺科技有限公司,数十万人民币,天使轮,未来工场,教育,2015/9/23
抱财网,北京中联创投电子商务有限公司,3000万人民币,A轮,,金融支付,2015/9/23
住百家,深圳市住百家发展股份有限公司,5亿人民币,C轮,海航资本,旅游户外房产,2015/9/23
呼叫老师,深圳乐学壹佰教育科技有限公司,1000万人民币,天使轮,中科乐创,教育,2015/9/23
LifeSmart智能家居,杭州行至云起科技有限公司,6000万人民币,A轮,海尔投资鸿海集团Foxconn/富士康,硬件,2015/9/23
啄木鸟教育,啄木鸟国际教育咨询（北京）有限公司,2000万美元,A轮,东方港湾,教育,2015/9/23
爱鲜蜂,北京众成汇通信息技术有限公司,7000万美元,C轮,0,电子商务,2015/9/23
雷锋网,深圳英鹏信息技术有限公司,数千万人民币,B轮,0,内容产业,2015/9/23
上海有色网,上海有色网信息科技股份有限公司,1.1亿人民币,A轮,景林投资盈信资本,其他,2015/9/23
U糖,上海优伊网络科技有限公司,数千万人民币,A轮,朗玛峰创投,医疗健康,2015/9/23
云视互动,西安融科通信技术有限公司,未透露,战略投资,用友幸福投资/用友,企业服务,2015/9/22
优朋影视,北京优朋普乐科技有限公司,5.28亿人民币,D轮,前海人寿保险达华智能华闻传媒,内容产业,2015/9/22
潜力股,北京潜力股科技有限公司,未透露,天使轮,无穹创投梅花天使创投蓝山中国资本,金融支付,2015/9/22
声立传感,江苏声立传感技术有限公司,数百万人民币,种子轮,广州天使投资,硬件物联网,2015/9/22
每日美妆,珠海横琴每日美妆贸易有限公司,800万人民币,天使轮,红秀资本,电子商务,2015/9/22
厦门七政游戏,厦门七政信息科技有限公司,数百万人民币,天使轮,新浪微博基金,游戏动漫,2015/9/22
运成成,山西磁云信息科技有限公司,数百万人民币,天使轮,集结号资本德沃基金,其他,2015/9/22
哔帮,广州顺代邦网络科技有限公司,,天使轮,中科乐创云投汇,旅游户外,2015/9/22
南派投资,杭州南派投资管理有限公司,数千万人民币,A轮,小米科技顺为资本乐视,内容产业,2015/9/22
百果园,深圳市百果园实业发展有限公司,4亿人民币,A轮,0,生活消费,2015/9/22
优朋普乐,优朋普乐科技有限公司,5.28亿人民币,不明确,前海人寿保险达华智能华闻传媒,内容产业,2015/9/22
SOIREE奢瑞小黑裙,北京小黑裙国际文化传播有限公司,200万人民币,天使轮,洪泰基金Aplus,电子商务,2015/9/22
三点一刻,北京三点一刻科技有限公司,数百万人民币,天使轮,,企业服务,2015/9/22
易点租,北京我爱淘科技服务有限公司,455万美元,A轮,经纬中国顺为资本,企业服务,2015/9/22
无忧保姆网,北京家事无忧家政服务有限公司,2000万人民币,A轮,e袋洗天瑞资本挚盈资本,生活消费,2015/9/22
YHOUSE悦会,上海悦会信息科技有限公司,1.2亿人民币,B轮,赛富基金/赛富亚洲基金SAIF达晨创投,内容产业社交,2015/9/22
TT快车,深圳纽博时代科技有限公司,未公开,B轮,新浪红杉资本中国基金,交通出行,2015/9/22
停简单,北京停简单信息技术有限公司,2000万美元,A轮,千方集团峰瑞资本,交通出行,2015/9/22
e税客,优识云创（北京）科技有限公司,数百万人民币,天使轮,成为资本明势资本微光创投,,2015/9/21
电网贷,深圳市中金云金融控股有限公司,4000万人民币,A轮,,金融支付,2015/9/21
旗舰影业,暂未收录,数亿人民币,A轮,华人文化产业基金WarnerBros.华纳兄弟,内容产业,2015/9/21
三点十分,成都大橙科技有限公司,数百万人民币,种子轮,,生活消费,2015/9/21
温暖医生,上海良栀之志网络科技有限公司,数百万人民币,天使轮,创新谷嘉道谷投资(龚虹嘉),医疗健康,2015/9/21
租我吧,北京雷麦尔互联网科技有限公司,1000万人民币,天使轮,越榕资本,社交,2015/9/21
GO+果加智能(火河...,北京火河科技有限公司,数千万人民币,Pre-A,启迪创投梅花天使创投安芙兰创投,硬件,2015/9/21
假装情侣We520,深圳对对科技有限公司,数百万人民币,天使轮,赛马资本,社交,2015/9/21
拍大牌,北京奢集信息技术有限公司,100万美元,天使轮,KoreaInvestmentPartners韩投伙伴,电子商务,2015/9/21
望乘科技VOCALOID,上海望乘信息科技有限公司,数百万人民币,天使轮,晨曜资本(晨之科)国灏创投,内容产业,2015/9/21
饭到爱,北京饭到爱餐饮管理有限公司,数百万人民币,天使轮,知初资本,生活消费,2015/9/21
一飞智控EFY-Tech,一飞智控（天津）科技有限公司,数百万人民币,天使轮,丰厚资本,硬件,2015/9/21
业问,深圳市大焱科技有限公司,数百万人民币,天使轮,,社交,2015/9/21
财新世界说,北京世界说科技有限公司,未透露,天使轮,今日头条,内容产业,2015/9/21
艺体部ETBoom,艺体部落网络科技（北京）有限公司,数百万人民币,天使轮,泰有投资水木清华校友基金,教育,2015/9/21
小三角,艾德克（北京）户外用品有限公司,1200万人民币,天使轮,灏蓝资本,内容产业,2015/9/21
游谱旅行网,北京游谱科技发展有限公司,数千万人民币,A轮,0,移动互联网旅游户外,2015/9/21
术康,成都尚医信息科技有限公司,数百万美元,A轮,IDG资本,医疗健康,2015/9/21
乐乐课堂,北京乐乐高尚教育科技有限公司,2000万美元,B轮,0,教育,2015/9/21
Have,上海物友网络科技有限公司,450万人民币,天使轮,百姓网,生活消费,2015/9/21
Teambition,上海汇翼信息科技有限公司,1200万美元,B轮,北极光创投IDG资本戈壁创投VANGOO盘古创富,企业服务,2015/9/21
天天快车,深圳纽派克信息科技有限公司,数千万美元,B轮,新浪微博基金红杉资本中国基金,交通出行,2015/9/21
